ClassID: 151 | ClassName: BA-PTON260513 | CourseID: 200 | CourseName: Kỹ năng khơi gợi yêu cầu | Total: 26 | Passed: 0 | PassRate: 0.00%
ClassID: 139 | ClassName: BRSE-PTON260413 | CourseID: 186 | CourseName: Document Core | Total: 11 | Passed: 0 | PassRate: 0.00%
ClassID: 139 | ClassName: BRSE-PTON260413 | CourseID: 185 | CourseName: Nền tảng BrSE& Môi trường dự án Nhật  | Total: 11 | Passed: 0 | PassRate: 0.00%
ClassID: 139 | ClassName: BRSE-PTON260413 | CourseID: 210 | CourseName: Tiếng Nhật BrSE | Total: 11 | Passed: 0 | PassRate: 0.00%
ClassID: 113 | ClassName: EMB-PTOFF260127 | CourseID: 145 | CourseName: Embedded - Lập trình C | Total: 36 | Passed: 0 | PassRate: 0.00%
ClassID: 153 | ClassName: EMB-PTOFF260514 | CourseID: 145 | CourseName: Embedded - Lập trình C | Total: 36 | Passed: 0 | PassRate: 0.00%
ClassID: 93 | ClassName: HCM-ENG-LV1.1 | CourseID: 94 | CourseName: [ENG105-K25] - Tiếng Anh Toeic 1 | Total: 39 | Passed: 0 | PassRate: 0.00%
ClassID: 92 | ClassName: HCM-ENG-LV1.2 | CourseID: 94 | CourseName: [ENG105-K25] - Tiếng Anh Toeic 1 | Total: 42 | Passed: 0 | PassRate: 0.00%
ClassID: 65 | ClassName: HCM-ENG-LV2.1 | CourseID: 58 | CourseName: ENG205_K24 - Tiếng Anh Toeic 2 | Total: 28 | Passed: 28 | PassRate: 100.00%
ClassID: 91 | ClassName: HCM-ENG-LV2.2 | CourseID: 95 | CourseName: [ENG205-K25] - Tiếng Anh Toeic 2 | Total: 38 | Passed: 0 | PassRate: 0.00%
ClassID: 167 | ClassName: HCM-ENG-LV2.3 - Jax | CourseID: 95 | CourseName: [ENG205-K25] - Tiếng Anh Toeic 2 | Total: 38 | Passed: 0 | PassRate: 0.00%
ClassID: 168 | ClassName: HCM-ENG-LV2.4 - Jax | CourseID: 95 | CourseName: [ENG205-K25] - Tiếng Anh Toeic 2 | Total: 38 | Passed: 0 | PassRate: 0.00%
ClassID: 121 | ClassName: HCM-ENG-LV3.1 | CourseID: 59 | CourseName: ENG305-K24 - Tiếng Anh Toeic 3 | Total: 21 | Passed: 0 | PassRate: 0.00%
ClassID: 169 | ClassName: HCM-ENG-LV3.2 - Jax | CourseID: 203 | CourseName: [ENG305-K25] - Tiếng Anh Toeic 3 | Total: 33 | Passed: 0 | PassRate: 0.00%
ClassID: 66 | ClassName: HCM-ENG-LV4.1	 | CourseID: 62 | CourseName: [ENG405-K24] - Tiếng Anh Toeic 4 | Total: 41 | Passed: 41 | PassRate: 100.00%
ClassID: 90 | ClassName: HCM-JPN-N5.1 | CourseID: 92 | CourseName: [JPN105-K25] - Tiếng Nhật 1 | Total: 41 | Passed: 0 | PassRate: 0.00%
ClassID: 29 | ClassName: HCM-KS23A | CourseID: 30 | CourseName: [IT201-K23] Cấu trúc dữ liệu và giải thuật | Total: 5 | Passed: 5 | PassRate: 100.00%
ClassID: 29 | ClassName: HCM-KS23A | CourseID: 34 | CourseName: [IT202-K23] Cơ sở dữ liệu | Total: 5 | Passed: 4 | PassRate: 80.00%
ClassID: 29 | ClassName: HCM-KS23A | CourseID: 39 | CourseName: [IT203-K23] - Java Fundamental | Total: 3 | Passed: 3 | PassRate: 100.00%
ClassID: 29 | ClassName: HCM-KS23A | CourseID: 48 | CourseName: [IT204-K23] - Lập trình ứng dụng Web | Total: 4 | Passed: 3 | PassRate: 75.00%
ClassID: 29 | ClassName: HCM-KS23A | CourseID: 64 | CourseName: [IT205-K23] - Java Web Services | Total: 5 | Passed: 5 | PassRate: 100.00%
ClassID: 29 | ClassName: HCM-KS23A | CourseID: 84 | CourseName: [IT206-K23] - Kỹ năng ứng dụng AI vào học tập và phát triển phần mềm | Total: 5 | Passed: 3 | PassRate: 60.00%
ClassID: 29 | ClassName: HCM-KS23A | CourseID: 83 | CourseName: [IT207-K23] - Lập trình Mobile App với React native | Total: 5 | Passed: 1 | PassRate: 20.00%
ClassID: 29 | ClassName: HCM-KS23A | CourseID: 80 | CourseName: [ITTTRK303-K23] - Thực tập học kỳ III | Total: 3 | Passed: 3 | PassRate: 100.00%
ClassID: 63 | ClassName: HCM-KS24-CNTT1 | CourseID: 194 | CourseName: [ IT211 - K24 ] Java Web Service | Total: 44 | Passed: 30 | PassRate: 68.18%
ClassID: 63 | ClassName: HCM-KS24-CNTT1 | CourseID: 214 | CourseName: [IT-212] AI Application in Action | Total: 44 | Passed: 0 | PassRate: 0.00%
ClassID: 63 | ClassName: HCM-KS24-CNTT1 | CourseID: 54 | CourseName: [IT104-K24] - Lập trình Frontend với React.js | Total: 33 | Passed: 22 | PassRate: 66.67%
ClassID: 63 | ClassName: HCM-KS24-CNTT1 | CourseID: 118 | CourseName: [IT106-K24] Phát triển phần mềm với Agile / Scrum | Total: 32 | Passed: 23 | PassRate: 71.88%
ClassID: 63 | ClassName: HCM-KS24-CNTT1 | CourseID: 56 | CourseName: [IT201-K24] Cấu trúc dữ liệu và giải thuật | Total: 34 | Passed: 28 | PassRate: 82.35%
ClassID: 63 | ClassName: HCM-KS24-CNTT1 | CourseID: 162 | CourseName: [IT203B- K24] - Java Advanced | Total: 25 | Passed: 18 | PassRate: 72.00%
ClassID: 63 | ClassName: HCM-KS24-CNTT1 | CourseID: 177 | CourseName: [IT210 - K24] - Java Web Application | Total: 51 | Passed: 41 | PassRate: 80.39%
ClassID: 63 | ClassName: HCM-KS24-CNTT1 | CourseID: 102 | CourseName: IT105-K24 Phân tích thiết kế hệ thống | Total: 32 | Passed: 19 | PassRate: 59.38%
ClassID: 63 | ClassName: HCM-KS24-CNTT1 | CourseID: 123 | CourseName: IT202 - K24 - Cơ sở dữ liệu | Total: 28 | Passed: 22 | PassRate: 78.57%
ClassID: 63 | ClassName: HCM-KS24-CNTT1 | CourseID: 140 | CourseName: IT203A-K24 - Java Fundamental | Total: 28 | Passed: 21 | PassRate: 75.00%
ClassID: 63 | ClassName: HCM-KS24-CNTT1 | CourseID: 122 | CourseName: ITTTRK302-K24 Thực tập kì II | Total: 28 | Passed: 24 | PassRate: 85.71%
ClassID: 64 | ClassName: HCM-KS24-CNTT2 | CourseID: 54 | CourseName: [IT104-K24] - Lập trình Frontend với React.js | Total: 33 | Passed: 26 | PassRate: 78.79%
ClassID: 64 | ClassName: HCM-KS24-CNTT2 | CourseID: 118 | CourseName: [IT106-K24] Phát triển phần mềm với Agile / Scrum | Total: 28 | Passed: 23 | PassRate: 82.14%
ClassID: 64 | ClassName: HCM-KS24-CNTT2 | CourseID: 56 | CourseName: [IT201-K24] Cấu trúc dữ liệu và giải thuật | Total: 34 | Passed: 27 | PassRate: 79.41%
ClassID: 64 | ClassName: HCM-KS24-CNTT2 | CourseID: 162 | CourseName: [IT203B- K24] - Java Advanced | Total: 27 | Passed: 18 | PassRate: 66.67%
ClassID: 64 | ClassName: HCM-KS24-CNTT2 | CourseID: 17 | CourseName: IT103-K24 | Total: 33 | Passed: 0 | PassRate: 0.00%
ClassID: 64 | ClassName: HCM-KS24-CNTT2 | CourseID: 102 | CourseName: IT105-K24 Phân tích thiết kế hệ thống | Total: 29 | Passed: 23 | PassRate: 79.31%
ClassID: 64 | ClassName: HCM-KS24-CNTT2 | CourseID: 123 | CourseName: IT202 - K24 - Cơ sở dữ liệu | Total: 28 | Passed: 25 | PassRate: 89.29%
ClassID: 64 | ClassName: HCM-KS24-CNTT2 | CourseID: 140 | CourseName: IT203A-K24 - Java Fundamental | Total: 27 | Passed: 20 | PassRate: 74.07%
ClassID: 64 | ClassName: HCM-KS24-CNTT2 | CourseID: 122 | CourseName: ITTTRK302-K24 Thực tập kì II | Total: 27 | Passed: 26 | PassRate: 96.30%
ClassID: 69 | ClassName: HCM-KS24-CNTT3 | CourseID: 70 | CourseName: [IT102-K24- Học lại ] - Lập trình cơ bản C | Total: 12 | Passed: 7 | PassRate: 58.33%
ClassID: 69 | ClassName: HCM-KS24-CNTT3 | CourseID: 57 | CourseName: [IT108-K25] - Nhập môn công nghệ thông tin | Total: 12 | Passed: 8 | PassRate: 66.67%
ClassID: 18 | ClassName: HCM-KS24A-PTIT | CourseID: 47 | CourseName: [ITTTRK301-K24] - Thực tập kỳ I | Total: 42 | Passed: 30 | PassRate: 71.43%
ClassID: 18 | ClassName: HCM-KS24A-PTIT | CourseID: 18 | CourseName: IT101-K24 | Total: 42 | Passed: 37 | PassRate: 88.10%
ClassID: 18 | ClassName: HCM-KS24A-PTIT | CourseID: 16 | CourseName: IT102-K24 | Total: 43 | Passed: 34 | PassRate: 79.07%
ClassID: 18 | ClassName: HCM-KS24A-PTIT | CourseID: 17 | CourseName: IT103-K24 | Total: 35 | Passed: 29 | PassRate: 82.86%
ClassID: 19 | ClassName: HCM-KS24B-PTIT | CourseID: 47 | CourseName: [ITTTRK301-K24] - Thực tập kỳ I | Total: 39 | Passed: 23 | PassRate: 58.97%
ClassID: 19 | ClassName: HCM-KS24B-PTIT | CourseID: 18 | CourseName: IT101-K24 | Total: 41 | Passed: 36 | PassRate: 87.80%
ClassID: 19 | ClassName: HCM-KS24B-PTIT | CourseID: 16 | CourseName: IT102-K24 | Total: 42 | Passed: 31 | PassRate: 73.81%
ClassID: 19 | ClassName: HCM-KS24B-PTIT | CourseID: 17 | CourseName: IT103-K24 | Total: 29 | Passed: 24 | PassRate: 82.76%
ClassID: 81 | ClassName: HCM-KS25-CNTT1 | CourseID: 112 | CourseName: [IT103A-K25] Xây dựng giao diện web với HTML và CSS | Total: 39 | Passed: 34 | PassRate: 87.18%
ClassID: 81 | ClassName: HCM-KS25-CNTT1 | CourseID: 124 | CourseName: [IT103B-K25] Xây dựng ứng dụng web với Javascript | Total: 39 | Passed: 20 | PassRate: 51.28%
ClassID: 81 | ClassName: HCM-KS25-CNTT1 | CourseID: 57 | CourseName: [IT108-K25] - Nhập môn công nghệ thông tin | Total: 41 | Passed: 38 | PassRate: 92.68%
ClassID: 81 | ClassName: HCM-KS25-CNTT1 | CourseID: 104 | CourseName: [IT206-K25] - Kỹ năng ứng dụng AI vào học tập và phát triển phần mềm | Total: 39 | Passed: 38 | PassRate: 97.44%
ClassID: 81 | ClassName: HCM-KS25-CNTT1 | CourseID: 106 | CourseName: IT102-K25 Lập trình cơ bản C | Total: 39 | Passed: 33 | PassRate: 84.62%
ClassID: 80 | ClassName: HCM-KS25-CNTT2 | CourseID: 112 | CourseName: [IT103A-K25] Xây dựng giao diện web với HTML và CSS | Total: 40 | Passed: 31 | PassRate: 77.50%
ClassID: 80 | ClassName: HCM-KS25-CNTT2 | CourseID: 124 | CourseName: [IT103B-K25] Xây dựng ứng dụng web với Javascript | Total: 40 | Passed: 18 | PassRate: 45.00%
ClassID: 80 | ClassName: HCM-KS25-CNTT2 | CourseID: 57 | CourseName: [IT108-K25] - Nhập môn công nghệ thông tin | Total: 40 | Passed: 39 | PassRate: 97.50%
ClassID: 80 | ClassName: HCM-KS25-CNTT2 | CourseID: 104 | CourseName: [IT206-K25] - Kỹ năng ứng dụng AI vào học tập và phát triển phần mềm | Total: 40 | Passed: 36 | PassRate: 90.00%
ClassID: 80 | ClassName: HCM-KS25-CNTT2 | CourseID: 106 | CourseName: IT102-K25 Lập trình cơ bản C | Total: 40 | Passed: 34 | PassRate: 85.00%
ClassID: 79 | ClassName: HCM-KS25-CNTT3 | CourseID: 112 | CourseName: [IT103A-K25] Xây dựng giao diện web với HTML và CSS | Total: 36 | Passed: 24 | PassRate: 66.67%
ClassID: 79 | ClassName: HCM-KS25-CNTT3 | CourseID: 124 | CourseName: [IT103B-K25] Xây dựng ứng dụng web với Javascript | Total: 36 | Passed: 8 | PassRate: 22.22%
ClassID: 79 | ClassName: HCM-KS25-CNTT3 | CourseID: 57 | CourseName: [IT108-K25] - Nhập môn công nghệ thông tin | Total: 42 | Passed: 37 | PassRate: 88.10%
ClassID: 79 | ClassName: HCM-KS25-CNTT3 | CourseID: 104 | CourseName: [IT206-K25] - Kỹ năng ứng dụng AI vào học tập và phát triển phần mềm | Total: 36 | Passed: 36 | PassRate: 100.00%
ClassID: 79 | ClassName: HCM-KS25-CNTT3 | CourseID: 106 | CourseName: IT102-K25 Lập trình cơ bản C | Total: 36 | Passed: 24 | PassRate: 66.67%
ClassID: 78 | ClassName: HCM-KS25-CNTT4 | CourseID: 112 | CourseName: [IT103A-K25] Xây dựng giao diện web với HTML và CSS | Total: 44 | Passed: 33 | PassRate: 75.00%
ClassID: 78 | ClassName: HCM-KS25-CNTT4 | CourseID: 124 | CourseName: [IT103B-K25] Xây dựng ứng dụng web với Javascript | Total: 44 | Passed: 15 | PassRate: 34.09%
ClassID: 78 | ClassName: HCM-KS25-CNTT4 | CourseID: 57 | CourseName: [IT108-K25] - Nhập môn công nghệ thông tin | Total: 34 | Passed: 31 | PassRate: 91.18%
ClassID: 78 | ClassName: HCM-KS25-CNTT4 | CourseID: 104 | CourseName: [IT206-K25] - Kỹ năng ứng dụng AI vào học tập và phát triển phần mềm | Total: 44 | Passed: 41 | PassRate: 93.18%
ClassID: 78 | ClassName: HCM-KS25-CNTT4 | CourseID: 106 | CourseName: IT102-K25 Lập trình cơ bản C | Total: 42 | Passed: 24 | PassRate: 57.14%
ClassID: 141 | ClassName: HCM-KS25-CNTT5_HK2 | CourseID: 217 | CourseName: [IT-215] Phát triển dịch vụ Web với FastAPI | Total: 39 | Passed: 0 | PassRate: 0.00%
ClassID: 141 | ClassName: HCM-KS25-CNTT5_HK2 | CourseID: 183 | CourseName: [IT202-K25] Cơ sở dữ liệu | Total: 40 | Passed: 40 | PassRate: 100.00%
ClassID: 141 | ClassName: HCM-KS25-CNTT5_HK2 | CourseID: 193 | CourseName: [IT205-K25] Lập trình ứng dụng với Python | Total: 39 | Passed: 27 | PassRate: 69.23%
ClassID: 142 | ClassName: HCM-KS25-CNTT6_HK2 | CourseID: 217 | CourseName: [IT-215] Phát triển dịch vụ Web với FastAPI | Total: 40 | Passed: 0 | PassRate: 0.00%
ClassID: 142 | ClassName: HCM-KS25-CNTT6_HK2 | CourseID: 183 | CourseName: [IT202-K25] Cơ sở dữ liệu | Total: 41 | Passed: 35 | PassRate: 85.37%
ClassID: 142 | ClassName: HCM-KS25-CNTT6_HK2 | CourseID: 193 | CourseName: [IT205-K25] Lập trình ứng dụng với Python | Total: 41 | Passed: 25 | PassRate: 60.98%
ClassID: 143 | ClassName: HCM-KS25-CNTT7_HK2 | CourseID: 217 | CourseName: [IT-215] Phát triển dịch vụ Web với FastAPI | Total: 42 | Passed: 0 | PassRate: 0.00%
ClassID: 143 | ClassName: HCM-KS25-CNTT7_HK2 | CourseID: 183 | CourseName: [IT202-K25] Cơ sở dữ liệu | Total: 42 | Passed: 34 | PassRate: 80.95%
ClassID: 143 | ClassName: HCM-KS25-CNTT7_HK2 | CourseID: 193 | CourseName: [IT205-K25] Lập trình ứng dụng với Python | Total: 42 | Passed: 22 | PassRate: 52.38%
ClassID: 144 | ClassName: HCM-KS25-CNTT8_HK2 | CourseID: 217 | CourseName: [IT-215] Phát triển dịch vụ Web với FastAPI | Total: 38 | Passed: 0 | PassRate: 0.00%
ClassID: 144 | ClassName: HCM-KS25-CNTT8_HK2 | CourseID: 183 | CourseName: [IT202-K25] Cơ sở dữ liệu | Total: 40 | Passed: 14 | PassRate: 35.00%
ClassID: 144 | ClassName: HCM-KS25-CNTT8_HK2 | CourseID: 193 | CourseName: [IT205-K25] Lập trình ứng dụng với Python | Total: 38 | Passed: 7 | PassRate: 18.42%
ClassID: 8 | ClassName: HN-ENG-KS24A-PTIT | CourseID: 47 | CourseName: [ITTTRK301-K24] - Thực tập kỳ I | Total: 35 | Passed: 30 | PassRate: 85.71%
ClassID: 8 | ClassName: HN-ENG-KS24A-PTIT | CourseID: 18 | CourseName: IT101-K24 | Total: 44 | Passed: 36 | PassRate: 81.82%
ClassID: 8 | ClassName: HN-ENG-KS24A-PTIT | CourseID: 16 | CourseName: IT102-K24 | Total: 44 | Passed: 31 | PassRate: 70.45%
ClassID: 8 | ClassName: HN-ENG-KS24A-PTIT | CourseID: 17 | CourseName: IT103-K24 | Total: 44 | Passed: 33 | PassRate: 75.00%
ClassID: 9 | ClassName: HN-ENG-KS24B-PTIT | CourseID: 47 | CourseName: [ITTTRK301-K24] - Thực tập kỳ I | Total: 39 | Passed: 37 | PassRate: 94.87%
ClassID: 9 | ClassName: HN-ENG-KS24B-PTIT | CourseID: 18 | CourseName: IT101-K24 | Total: 45 | Passed: 41 | PassRate: 91.11%
ClassID: 9 | ClassName: HN-ENG-KS24B-PTIT | CourseID: 16 | CourseName: IT102-K24 | Total: 44 | Passed: 32 | PassRate: 72.73%
ClassID: 9 | ClassName: HN-ENG-KS24B-PTIT | CourseID: 17 | CourseName: IT103-K24 | Total: 44 | Passed: 28 | PassRate: 63.64%
ClassID: 12 | ClassName: HN-ENG-KS24C-PTIT | CourseID: 47 | CourseName: [ITTTRK301-K24] - Thực tập kỳ I | Total: 34 | Passed: 34 | PassRate: 100.00%
ClassID: 12 | ClassName: HN-ENG-KS24C-PTIT | CourseID: 18 | CourseName: IT101-K24 | Total: 43 | Passed: 42 | PassRate: 97.67%
ClassID: 12 | ClassName: HN-ENG-KS24C-PTIT | CourseID: 16 | CourseName: IT102-K24 | Total: 45 | Passed: 32 | PassRate: 71.11%
ClassID: 12 | ClassName: HN-ENG-KS24C-PTIT | CourseID: 17 | CourseName: IT103-K24 | Total: 42 | Passed: 31 | PassRate: 73.81%
ClassID: 59 | ClassName: HN-ENG-LV1.1 | CourseID: 29 | CourseName: ENG105-K24 - Tiếng Anh Toeic 1 | Total: 39 | Passed: 39 | PassRate: 100.00%
ClassID: 99 | ClassName: HN-ENG-LV1.2 | CourseID: 94 | CourseName: [ENG105-K25] - Tiếng Anh Toeic 1 | Total: 46 | Passed: 0 | PassRate: 0.00%
ClassID: 98 | ClassName: HN-ENG-LV1.3 | CourseID: 94 | CourseName: [ENG105-K25] - Tiếng Anh Toeic 1 | Total: 46 | Passed: 0 | PassRate: 0.00%
ClassID: 97 | ClassName: HN-ENG-LV1.4 | CourseID: 94 | CourseName: [ENG105-K25] - Tiếng Anh Toeic 1 | Total: 45 | Passed: 0 | PassRate: 0.00%
ClassID: 96 | ClassName: HN-ENG-LV1.5 | CourseID: 94 | CourseName: [ENG105-K25] - Tiếng Anh Toeic 1 | Total: 45 | Passed: 0 | PassRate: 0.00%
ClassID: 95 | ClassName: HN-ENG-LV1.6 | CourseID: 94 | CourseName: [ENG105-K25] - Tiếng Anh Toeic 1 | Total: 45 | Passed: 0 | PassRate: 0.00%
ClassID: 60 | ClassName: HN-ENG-LV2.1 | CourseID: 58 | CourseName: ENG205_K24 - Tiếng Anh Toeic 2 | Total: 53 | Passed: 28 | PassRate: 52.83%
ClassID: 94 | ClassName: HN-ENG-LV2.2 | CourseID: 95 | CourseName: [ENG205-K25] - Tiếng Anh Toeic 2 | Total: 46 | Passed: 0 | PassRate: 0.00%
ClassID: 157 | ClassName: HN-ENG-LV2.3 - Jax | CourseID: 95 | CourseName: [ENG205-K25] - Tiếng Anh Toeic 2 | Total: 47 | Passed: 0 | PassRate: 0.00%
ClassID: 158 | ClassName: HN-ENG-LV2.4 - Jax | CourseID: 95 | CourseName: [ENG205-K25] - Tiếng Anh Toeic 2 | Total: 48 | Passed: 0 | PassRate: 0.00%
ClassID: 159 | ClassName: HN-ENG-LV2.5 - Jax | CourseID: 95 | CourseName: [ENG205-K25] - Tiếng Anh Toeic 2 | Total: 46 | Passed: 0 | PassRate: 0.00%
ClassID: 160 | ClassName: HN-ENG-LV2.6 - Jax | CourseID: 95 | CourseName: [ENG205-K25] - Tiếng Anh Toeic 2 | Total: 50 | Passed: 0 | PassRate: 0.00%
ClassID: 61 | ClassName: HN-ENG-LV3.1 | CourseID: 29 | CourseName: ENG105-K24 - Tiếng Anh Toeic 1 | Total: 38 | Passed: 38 | PassRate: 100.00%
ClassID: 61 | ClassName: HN-ENG-LV3.1 | CourseID: 59 | CourseName: ENG305-K24 - Tiếng Anh Toeic 3 | Total: 39 | Passed: 39 | PassRate: 100.00%
ClassID: 122 | ClassName: HN-ENG-LV3.2 | CourseID: 59 | CourseName: ENG305-K24 - Tiếng Anh Toeic 3 | Total: 31 | Passed: 0 | PassRate: 0.00%
ClassID: 161 | ClassName: HN-ENG-LV3.3 - Jax | CourseID: 203 | CourseName: [ENG305-K25] - Tiếng Anh Toeic 3 | Total: 38 | Passed: 0 | PassRate: 0.00%
ClassID: 62 | ClassName: HN-ENG-LV4.1 | CourseID: 62 | CourseName: [ENG405-K24] - Tiếng Anh Toeic 4 | Total: 58 | Passed: 58 | PassRate: 100.00%
ClassID: 123 | ClassName: HN-ENG-LV4.2 | CourseID: 62 | CourseName: [ENG405-K24] - Tiếng Anh Toeic 4 | Total: 30 | Passed: 0 | PassRate: 0.00%
ClassID: 123 | ClassName: HN-ENG-LV4.2 | CourseID: 59 | CourseName: ENG305-K24 - Tiếng Anh Toeic 3 | Total: 27 | Passed: 0 | PassRate: 0.00%
ClassID: 13 | ClassName: HN-JPN-KS24A-PTIT | CourseID: 47 | CourseName: [ITTTRK301-K24] - Thực tập kỳ I | Total: 18 | Passed: 18 | PassRate: 100.00%
ClassID: 13 | ClassName: HN-JPN-KS24A-PTIT | CourseID: 18 | CourseName: IT101-K24 | Total: 37 | Passed: 36 | PassRate: 97.30%
ClassID: 13 | ClassName: HN-JPN-KS24A-PTIT | CourseID: 16 | CourseName: IT102-K24 | Total: 43 | Passed: 14 | PassRate: 32.56%
ClassID: 13 | ClassName: HN-JPN-KS24A-PTIT | CourseID: 17 | CourseName: IT103-K24 | Total: 36 | Passed: 14 | PassRate: 38.89%
ClassID: 14 | ClassName: HN-JPN-KS24B-PTIT | CourseID: 47 | CourseName: [ITTTRK301-K24] - Thực tập kỳ I | Total: 25 | Passed: 23 | PassRate: 92.00%
ClassID: 14 | ClassName: HN-JPN-KS24B-PTIT | CourseID: 18 | CourseName: IT101-K24 | Total: 42 | Passed: 36 | PassRate: 85.71%
ClassID: 14 | ClassName: HN-JPN-KS24B-PTIT | CourseID: 16 | CourseName: IT102-K24 | Total: 43 | Passed: 19 | PassRate: 44.19%
ClassID: 14 | ClassName: HN-JPN-KS24B-PTIT | CourseID: 17 | CourseName: IT103-K24 | Total: 39 | Passed: 19 | PassRate: 48.72%
ClassID: 15 | ClassName: HN-JPN-KS24C-PTIT | CourseID: 47 | CourseName: [ITTTRK301-K24] - Thực tập kỳ I | Total: 21 | Passed: 19 | PassRate: 90.48%
ClassID: 15 | ClassName: HN-JPN-KS24C-PTIT | CourseID: 18 | CourseName: IT101-K24 | Total: 41 | Passed: 33 | PassRate: 80.49%
ClassID: 15 | ClassName: HN-JPN-KS24C-PTIT | CourseID: 16 | CourseName: IT102-K24 | Total: 40 | Passed: 21 | PassRate: 52.50%
ClassID: 15 | ClassName: HN-JPN-KS24C-PTIT | CourseID: 17 | CourseName: IT103-K24 | Total: 37 | Passed: 28 | PassRate: 75.68%
ClassID: 56 | ClassName: HN-JPN-N4.1 | CourseID: 60 | CourseName: JPN205-K24 - Tiếng Nhật 2 | Total: 23 | Passed: 23 | PassRate: 100.00%
ClassID: 125 | ClassName: HN-JPN-N4.2 | CourseID: 61 | CourseName: [JPN305-K24] - Tiếng Nhật 3 | Total: 45 | Passed: 0 | PassRate: 0.00%
ClassID: 132 | ClassName: HN-JPN-N4.3 | CourseID: 61 | CourseName: [JPN305-K24] - Tiếng Nhật 3 | Total: 23 | Passed: 0 | PassRate: 0.00%
ClassID: 162 | ClassName: HN-JPN-N4.4 - Riki | CourseID: 93 | CourseName: [JPN205-K25] - Tiếng Nhật 2 | Total: 35 | Passed: 0 | PassRate: 0.00%
ClassID: 163 | ClassName: HN-JPN-N4.5 - Riki | CourseID: 93 | CourseName: [JPN205-K25] - Tiếng Nhật 2 | Total: 35 | Passed: 0 | PassRate: 0.00%
ClassID: 57 | ClassName: HN-JPN-N5.1 | CourseID: 25 | CourseName: JPN105-K24 - Tiếng Nhật 1 | Total: 36 | Passed: 36 | PassRate: 100.00%
ClassID: 58 | ClassName: HN-JPN-N5.2 | CourseID: 25 | CourseName: JPN105-K24 - Tiếng Nhật 1 | Total: 41 | Passed: 33 | PassRate: 80.49%
ClassID: 86 | ClassName: HN-JPN-N5.3 | CourseID: 92 | CourseName: [JPN105-K25] - Tiếng Nhật 1 | Total: 33 | Passed: 0 | PassRate: 0.00%
ClassID: 87 | ClassName: HN-JPN-N5.4 | CourseID: 92 | CourseName: [JPN105-K25] - Tiếng Nhật 1 | Total: 33 | Passed: 0 | PassRate: 0.00%
ClassID: 88 | ClassName: HN-JPN-N5.5 | CourseID: 92 | CourseName: [JPN105-K25] - Tiếng Nhật 1 | Total: 34 | Passed: 0 | PassRate: 0.00%
ClassID: 89 | ClassName: HN-JPN-N5.6 | CourseID: 92 | CourseName: [JPN105-K25] - Tiếng Nhật 1 | Total: 32 | Passed: 0 | PassRate: 0.00%
ClassID: 84 | ClassName: HN-K25-QTKD1 | CourseID: 107 | CourseName: [DA201] CSDL và truy vấn dữ liệu với SQL | Total: 41 | Passed: 28 | PassRate: 68.29%
ClassID: 84 | ClassName: HN-K25-QTKD1 | CourseID: 130 | CourseName: [DA202] Phân tích dữ liệu trong kinh doanh | Total: 40 | Passed: 32 | PassRate: 80.00%
